ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
"11504815,JB510497,11/10/2018 12:20:00 AM,0000X W TERMINAL ST,0820,THEFT,$500 AND UNDER,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,false,false,1652,016,41,76,06,1100726,1934289,2018,11/22/2018 04:00:54 PM,41.9764212,-87.904976266,""(41.9764212, -87.904976266)"""
"11504814,JB502862,11/04/2018 07:50:00 AM,0000X W TERMINAL ST,0860,THEFT,RETAIL THEFT,AIRPORT EXTERIOR - NON-SECURE AREA,false,false,1653,016,41,76,06,1101811,1934419,2018,11/22/2018 04:00:54 PM,41.976762981,-87.900983721,""(41.976762981, -87.900983721)"""
"11504803,JB509189,11/09/2018 03:00:00 AM,002XX W ONTARIO ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,BAR OR TAVERN,false,false,1831,018,42,8,11,1174477,1904439,2018,11/22/2018 04:00:54 PM,41.893179406,-87.634656764,""(41.893179406, -87.634656764)"""
"11504789,JB507888,11/07/2018 11:40:00 PM,021XX W 119TH ST,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,RESIDENCE,false,true,2212,022,19,75,04B,1164338,1825691,2018,11/22/2018 04:00:54 PM,41.677305283,-87.674110793,""(41.677305283, -87.674110793)"""
"11504776,JB510888,11/10/2018 12:28:00 PM,073XX N PAULINA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2423,024,49,1,08B,1163857,1948411,2018,11/22/2018 04:00:54 PM,42.01407136,-87.672414504,""(42.01407136, -87.672414504)"""
"11504750,JB511471,11/10/2018 10:30:00 PM,021XX E 71ST ST,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SIDEWALK,false,false,0331,003,5,43,03,1191523,1858333,2018,11/22/2018 04:00:54 PM,41.766264384,-87.57355192,""(41.766264384, -87.57355192)"""
"11504676,JB511131,11/09/2018 02:00:00 PM,085XX S AVALON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0412,004,8,45,11,1186426,1848519,2018,11/22/2018 04:00:54 PM,41.739455847,-87.59254372,""(41.739455847, -87.59254372)"""
"11504618,JB511431,11/10/2018 09:19:00 PM,003XX N LOWER COLUMBUS DR,0460,BATTERY,SIMPLE,STREET,false,false,0114,001,42,32,08B,1178294,1902275,2018,11/22/2018 04:00:54 PM,41.887155139,-87.62070451,""(41.887155139, -87.62070451)"""
"11504564,JB509971,11/09/2018 04:41:00 PM,011XX S PULASKI RD,0820,THEFT,$500 AND UNDER,BARBERSHOP,false,false,1132,011,24,29,06,1149893,1894625,2018,11/22/2018 04:00:54 PM,41.866762539,-87.725200404,""(41.866762539, -87.725200404)"""
"11504509,JB503503,11/04/2018 10:00:00 AM,068XX S PARNELL AVE,0810,THEFT,OVER $500,STREET,false,false,0722,007,6,68,06,1173749,1859605,2018,11/22/2018 04:00:54 PM,41.770167266,-87.638661936,""(41.770167266, -87.638661936)"""
"11504481,JB506334,11/06/2018 12:00:00 AM,008XX W WELLINGTON AVE,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,HOSPITAL BUILDING/GROUNDS,false,false,1933,019,44,6,26,1169981,1920130,2018,11/22/2018 04:00:54 PM,41.936335635,-87.650710119,""(41.936335635, -87.650710119)"""
"11504473,JB510254,11/09/2018 08:13:00 PM,031XX S GILES AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,0211,002,4,35,08A,1178780,1884296,2018,11/22/2018 04:00:54 PM,41.837808583,-87.619468791,""(41.837808583, -87.619468791)"""
"11504443,JB507671,11/07/2018 04:00:00 PM,071XX S CLAREMONT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0832,008,18,66,14,1161968,1857362,2018,11/22/2018 04:00:54 PM,41.764265154,-87.681908587,""(41.764265154, -87.681908587)"""
"11504393,JB505129,11/05/2018 09:35:00 PM,007XX E 87TH ST,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,false,false,0632,006,6,44,08B,1182632,1847455,2018,11/22/2018 04:00:54 PM,41.73662489,-87.606477087,""(41.73662489, -87.606477087)"""
"11504309,JB506827,11/07/2018 09:00:00 AM,079XX S ASHLAND AVE,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,false,false,0612,006,21,71,06,1167053,1852084,2018,11/22/2018 04:00:54 PM,41.749674412,-87.663421388,""(41.749674412, -87.663421388)"""
"11504307,JB510846,11/10/2018 11:40:00 AM,075XX S VERNON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0624,006,6,69,08B,1180549,1855197,2018,11/22/2018 04:00:54 PM,41.757917833,-87.61387129,""(41.757917833, -87.61387129)"""
"11504300,JB510577,11/10/2018 05:58:00 AM,018XX S KARLOV AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,false,true,1012,010,24,29,08B,1149357,1890608,2018,11/22/2018 04:00:54 PM,41.855749808,-87.72727224,""(41.855749808, -87.72727224)"""
"11504274,JB506421,11/06/2018 06:46:00 PM,005XX E 87TH ST,0810,THEFT,OVER $500,RESIDENCE,false,true,0632,006,9,44,06,1181216,1847415,2018,11/22/2018 04:00:54 PM,41.736547825,-87.611666032,""(41.736547825, -87.611666032)"""
"11504198,JB507634,11/07/2018 06:37:00 PM,075XX S STONY ISLAND AVE,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SMALL RETAIL STORE,false,false,0411,004,8,43,03,1188125,1855113,2018,11/22/2018 04:00:54 PM,41.75751011,-87.586109146,""(41.75751011, -87.586109146)"""
"11503294,JB510573,11/10/2018 04:00:00 AM,109XX S ARTESIAN AVE,0810,THEFT,OVER $500,STREET,true,false,2212,022,19,75,06,1161988,1832107,2018,11/22/2018 04:00:54 PM,41.694960968,-87.682535155,""(41.694960968, -87.682535155)"""
"11502830,JB510195,11/02/2018 06:30:00 PM,042XX N SHERIDAN RD,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,true,true,1915,019,46,3,26,1168838,1928364,2018,11/22/2018 04:00:54 PM,41.958954963,-87.654671132,""(41.958954963, -87.654671132)"""
"11502615,JB509656,10/16/2018 03:00:00 PM,111XX S ASHLAND AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENTIAL YARD (FRONT/BACK),false,false,2234,022,34,75,02,1167337,1830440,2018,11/22/2018 04:00:54 PM,41.690273866,-87.662998245,""(41.690273866, -87.662998245)"""
"11502604,JB509752,11/09/2018 01:50:00 PM,004XX S WESTERN AVE,0810,THEFT,OVER $500,CTA TRAIN,false,false,1135,011,28,28,06,1160478,1897788,2018,11/22/2018 04:00:54 PM,41.875229772,-87.686253982,""(41.875229772, -87.686253982)"""
"11501653,JB508298,10/31/2018 12:00:00 PM,036XX W 13TH ST,041B,BATTERY,AGGRAVATED: OTHER FIREARM,RESIDENTIAL YARD (FRONT/BACK),false,true,1011,010,24,29,04B,1152495,1893804,2018,11/22/2018 04:00:54 PM,41.864458644,-87.715669776,""(41.864458644, -87.715669776)"""
"11501360,JB507904,11/07/2018 11:30:00 PM,114XX S LAFLIN ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,2234,022,34,75,03,1168168,1828705,2018,11/22/2018 04:00:54 PM,41.685494948,-87.66000556,""(41.685494948, -87.66000556)"""
"11501149,JB507712,11/07/2018 06:50:00 PM,047XX W VAN BUREN ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,false,true,1131,011,24,25,20,1144788,1897605,2018,11/22/2018 04:00:54 PM,41.875037739,-87.743866531,""(41.875037739, -87.743866531)"""
"11500405,JB506867,11/07/2018 07:20:00 AM,008XX N PULASKI RD,0330,ROBBERY,AGGRAVATED,GAS STATION,true,false,1111,011,37,23,03,1149574,1905221,2018,11/22/2018 04:00:54 PM,41.895845333,-87.726096264,""(41.895845333, -87.726096264)"""
"11499112,JB505253,11/06/2018 12:56:00 AM,123XX S STATE ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,true,false,0532,005,9,53,03,1178481,1823230,2018,11/22/2018 04:00:54 PM,41.670243329,-87.622417539,""(41.670243329, -87.622417539)"""
"11498343,JB504155,11/02/2018 03:30:00 AM,043XX W 16TH ST,0620,BURGLARY,UNLAWFUL ENTRY,OTHER,false,false,1012,010,24,29,05,1147769,1891692,2018,11/22/2018 04:00:54 PM,41.85875505,-87.733073212,""(41.85875505, -87.733073212)"""
"11498301,JB504114,10/29/2018 08:00:00 PM,043XX W 16TH ST,0620,BURGLARY,UNLAWFUL ENTRY,OTHER,false,false,1012,010,24,29,05,1147769,1891692,2018,11/22/2018 04:00:54 PM,41.85875505,-87.733073212,""(41.85875505, -87.733073212)"""
"11497610,JB501856,10/30/2018 01:50:00 PM,023XX S CALIFORNIA AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,1034,010,12,30,06,1158069,1888158,2018,11/22/2018 04:00:54 PM,41.848853547,-87.695361629,""(41.848853547, -87.695361629)"""
"11497571,JB503200,11/04/2018 01:34:00 PM,0000X E LAKE ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SMALL RETAIL STORE,true,false,0111,001,42,32,04A,1176905,1901744,2018,11/22/2018 04:00:54 PM,41.885729587,-87.625821329,""(41.885729587, -87.625821329)"""
"11496394,JB500076,11/02/2018 05:30:00 AM,015XX E 65TH ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,STREET,true,false,0314,003,5,42,04B,1187763,1862200,2018,11/22/2018 04:00:54 PM,41.776966074,-87.587210503,""(41.776966074, -87.587210503)"""
"11492395,JB495990,10/30/2018 09:41:00 AM,012XX S DAMEN AVE,0810,THEFT,OVER $500,STREET,true,true,1233,012,28,28,06,1163240,1894274,2018,11/22/2018 04:00:54 PM,41.865529454,-87.676211793,""(41.865529454, -87.676211793)"""
"11491909,JB495758,10/30/2018 12:30:00 AM,012XX S ALBANY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,1022,010,24,29,08B,1155904,1894300,2018,11/22/2018 04:00:54 PM,41.865751735,-87.703141961,""(41.865751735, -87.703141961)"""
"11490781,JB494290,10/29/2018 01:00:00 AM,0000X W JACKSON BLVD,0330,ROBBERY,AGGRAVATED,CONVENIENCE STORE,false,false,0113,001,42,32,03,1176338,1898987,2018,11/22/2018 04:00:54 PM,41.878177032,-87.627986655,""(41.878177032, -87.627986655)"""
"11488355,JB491045,03/15/2018 11:30:00 AM,043XX N MILWAUKEE AVE,5093,NON-CRIMINAL,LOST PASSPORT,AUTO / BOAT / RV DEALERSHIP,false,false,1624,016,45,15,26,1142002,1928296,2018,11/22/2018 04:00:54 PM,41.959309186,-87.753333629,""(41.959309186, -87.753333629)"""
"11485267,JB486860,10/23/2018 09:00:00 AM,047XX N LINDER AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,false,true,1623,016,45,15,26,1138810,1931086,2018,11/22/2018 04:00:54 PM,41.967023885,-87.765000914,""(41.967023885, -87.765000914)"""
"11484020,JB485490,09/30/2018 06:19:00 AM,015XX W FULLERTON AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,TAXICAB,true,false,1811,018,2,7,11,1165781,1916031,2018,11/22/2018 04:00:54 PM,41.925178484,-87.666262698,""(41.925178484, -87.666262698)"""
"11483850,JB485300,10/22/2018 10:05:00 AM,009XX N LEAMINGTON AVE,5121,OTHER OFFENSE,ARSONIST: ANNUAL REGISTRATION,STREET,true,false,1531,015,37,25,26,1141855,1905716,2018,11/22/2018 04:00:54 PM,41.897350087,-87.754434547,""(41.897350087, -87.754434547)"""
"11482644,JB483749,10/19/2018 12:00:00 PM,041XX W FULLERTON AVE,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,APARTMENT,true,false,2525,025,35,20,26,1148554,1915639,2018,11/22/2018 04:00:54 PM,41.924453103,-87.729573198,""(41.924453103, -87.729573198)"""
"11471821,JB469219,10/09/2018 07:08:00 PM,007XX S SPRINGFIELD AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,false,false,1132,011,24,26,09,1150496,1896615,2018,11/22/2018 04:00:54 PM,41.872211584,-87.722934754,""(41.872211584, -87.722934754)"""
"11469592,JB466219,10/05/2018 11:45:00 AM,014XX N HALSTED ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1822,018,27,8,06,1170747,1909816,2018,11/22/2018 04:00:54 PM,41.908016743,-87.648197855,""(41.908016743, -87.648197855)"""
"11469143,JB465583,10/07/2018 02:15:00 AM,062XX W HYACINTH ST,0330,ROBBERY,AGGRAVATED,VEHICLE NON-COMMERCIAL,false,false,1611,016,39,10,03,1133378,1940331,2018,11/22/2018 04:00:54 PM,41.992490153,-87.784756313,""(41.992490153, -87.784756313)"""
"11468309,JB464499,10/06/2018 05:48:00 AM,001XX S CALIFORNIA AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1124,011,27,27,03,1157750,1899142,2018,11/22/2018 04:00:54 PM,41.879001279,-87.696233231,""(41.879001279, -87.696233231)"""
"11466831,JB462406,10/04/2018 01:34:00 PM,011XX S CANAL ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,0124,001,25,28,06,1173303,1895451,2018,11/22/2018 04:00:54 PM,41.868541914,-87.639235361,""(41.868541914, -87.639235361)"""
"11459729,JB452311,01/01/2018 12:00:00 AM,087XX S PARNELL AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,""SCHOOL, PUBLIC, BUILDING"",false,true,2223,022,21,71,20,1174165,1846893,2018,11/22/2018 04:00:54 PM,41.735274731,-87.637513911,""(41.735274731, -87.637513911)"""
"11457920,JB450809,09/11/2018 12:41:00 PM,062XX N WESTERN AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,true,2413,024,50,2,02,1159187,1941389,2018,11/22/2018 04:00:54 PM,41.994900419,-87.689792348,""(41.994900419, -87.689792348)"""
"11455814,JB447924,09/23/2018 05:18:00 PM,011XX N STATE ST,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,false,false,1824,018,2,8,08A,1176168,1907665,2018,11/22/2018 04:00:54 PM,41.901993756,-87.628349059,""(41.901993756, -87.628349059)"""
"11437136,JB338471,07/06/2018 07:01:00 PM,035XX N HARLEM AVE,2012,NARCOTICS,MANU/DELIVER:COCAINE,VEHICLE NON-COMMERCIAL,true,false,1632,016,38,17,18,1127450,1922614,2018,11/22/2018 04:00:54 PM,41.943974935,-87.806962321,""(41.943974935, -87.806962321)"""
"11436870,JB336374,07/05/2018 11:13:00 AM,008XX N HOMAN AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,1121,011,27,23,18,1153551,1905597,2018,11/22/2018 04:00:54 PM,41.896798945,-87.711479505,""(41.896798945, -87.711479505)"""
"11436406,JB421982,09/04/2018 03:54:00 PM,036XX N BELL AVE,0550,ASSAULT,AGGRAVATED PO: HANDGUN,RESIDENCE-GARAGE,true,false,1921,019,47,5,04A,1160717,1924194,2018,11/22/2018 04:00:54 PM,41.947684863,-87.684643212,""(41.947684863, -87.684643212)"""
"11435907,JB337253,07/05/2018 09:12:00 PM,015XX S KENNETH AVE,2027,NARCOTICS,POSS: CRACK,APARTMENT,true,false,1012,010,24,29,18,1146972,1892088,2018,11/22/2018 04:00:54 PM,41.859856977,-87.735988644,""(41.859856977, -87.735988644)"""
"11427251,JB395939,08/16/2018 01:30:00 PM,033XX W FILLMORE ST,2091,NARCOTICS,FORFEIT PROPERTY,POLICE FACILITY/VEH PARKING LOT,true,false,1134,011,24,29,18,1154228,1895173,2018,11/22/2018 04:00:54 PM,41.868180939,-87.709271389,""(41.868180939, -87.709271389)"""
"11423765,JB405816,08/23/2018 05:20:00 PM,030XX W TAYLOR ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,SIDEWALK,true,false,1134,011,28,27,03,1156347,1895554,2018,11/22/2018 04:00:54 PM,41.869183907,-87.701481792,""(41.869183907, -87.701481792)"""
"11422209,JB339492,07/07/2018 02:00:00 PM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,true,false,1134,011,24,29,18,1154228,1895173,2018,11/22/2018 04:00:54 PM,41.868180939,-87.709271389,""(41.868180939, -87.709271389)"""
"11421863,JB403488,08/22/2018 12:10:00 AM,050XX W OHIO ST,0810,THEFT,OVER $500,STREET,false,false,1532,015,37,25,06,1142495,1903523,2018,11/22/2018 04:00:54 PM,41.891320363,-87.752138441,""(41.891320363, -87.752138441)"""
"11420639,JB401768,08/16/2018 02:28:00 PM,025XX N SPAULDING AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,false,true,1413,014,35,22,17,1153647,1916671,2018,11/22/2018 04:00:54 PM,41.927185069,-87.710831714,""(41.927185069, -87.710831714)"""
"11405664,JB380958,08/05/2018 09:45:00 PM,032XX S UNION AVE,0560,ASSAULT,SIMPLE,SIDEWALK,true,false,0915,009,11,60,08A,1172162,1883394,2018,11/22/2018 04:00:54 PM,41.835481781,-87.643779635,""(41.835481781, -87.643779635)"""
"11401077,JB376386,08/02/2018 05:40:00 PM,007XX S WASHTENAW AVE,0461,BATTERY,AGG PO HANDS ETC SERIOUS INJ,STREET,true,false,1135,011,28,27,04B,1158482,1896691,2018,11/22/2018 04:00:54 PM,41.872260556,-87.693612531,""(41.872260556, -87.693612531)"""
"11391761,JB289421,06/02/2018 08:36:00 AM,066XX S HALSTED ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ALLEY,true,false,0723,007,6,68,18,1172110,1860908,2018,11/22/2018 04:00:54 PM,41.773779022,-87.644631566,""(41.773779022, -87.644631566)"""
"11390989,JB363620,07/24/2018 02:30:00 PM,009XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,1833,018,2,8,06,1177320,1906851,2018,11/22/2018 04:00:54 PM,41.899734047,-87.624142375,""(41.899734047, -87.624142375)"""
"11324936,JB276437,05/24/2018 08:31:00 AM,001XX W DIVISION ST,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,BANK,false,false,1821,018,2,8,11,1175207,1908349,2018,11/22/2018 04:00:54 PM,41.903892302,-87.631858359,""(41.903892302, -87.631858359)"""
"11299351,JB242651,04/29/2018 01:30:00 PM,046XX N MONTICELLO AVE,041A,BATTERY,AGGRAVATED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),false,false,1723,017,35,14,04B,1151221,1930537,2018,11/22/2018 04:00:54 PM,41.965282415,-87.71938134,""(41.965282415, -87.71938134)"""
"11262346,JB193962,03/17/2018 12:01:00 AM,011XX S CALIFORNIA AVE,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,APARTMENT,true,false,1135,011,28,29,02,1157862,1895014,2018,11/22/2018 04:00:54 PM,41.867671357,-87.695934543,""(41.867671357, -87.695934543)"""
"24296,JB516097,11/14/2018 08:13:00 PM,039XX W GLADYS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1132,011,28,26,01A,1150179,1898065,2018,11/21/2018 04:14:47 PM,41.876196728,-87.724060818,""(41.876196728, -87.724060818)"""
"24295,JB515281,11/14/2018 09:27:00 AM,079XX S PAULINA ST,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,0611,006,17,71,01A,1166391,1852062,2018,11/21/2018 04:14:47 PM,41.74962816,-87.665847864,""(41.74962816, -87.665847864)"""
"11513265,JB521817,11/07/2018 08:18:00 PM,017XX W PRYOR AVE,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,""SCHOOL, PUBLIC, BUILDING"",false,false,2212,022,19,75,17,,,2018,11/21/2018 04:14:47 PM,,,"
"11513002,JB515994,10/29/2018 05:52:00 PM,102XX W ZEMKE RD,1206,DECEPTIVE PRACTICE,""THEFT BY LESSEE,MOTOR VEH"",AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,false,false,1654,016,41,76,11,,,2018,11/21/2018 04:14:47 PM,,,"
11512971,JB519576,09/24/2018 09:00:00 AM,065XX S SANGAMON ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,false,false,0723,007,6,68,11,,,2018,11/21/2018 04:14:47 PM,,,
11512838,JB523197,09/07/2018 11:00:00 PM,001XX W HUBBARD ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1831,018,42,8,06,,,2018,11/21/2018 04:14:47 PM,,,
11512810,JB514508,11/13/2018 02:45:00 PM,043XX W PETERSON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,true,1711,017,39,12,08B,,,2018,11/21/2018 04:14:47 PM,,,
11512649,JB516192,11/14/2018 09:24:00 PM,079XX S BENNETT AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,false,true,0414,004,8,46,05,,,2018,11/21/2018 04:14:47 PM,,,
11512605,JB506180,11/06/2018 08:36:00 AM,008XX W 74TH ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,DAY CARE CENTER,false,false,0733,007,6,68,20,,,2018,11/21/2018 04:14:47 PM,,,
11512571,JB519766,11/01/2018 12:01:00 AM,047XX S HONORE ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,true,0931,009,15,61,20,,,2018,11/21/2018 04:14:47 PM,,,
11511628,JB515475,11/14/2018 06:00:00 AM,051XX S WABASH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,false,false,0225,002,3,40,07,,,2018,11/21/2018 04:14:47 PM,,,
"11508197,JB517153,11/15/2018 04:10:00 PM,033XX W WARREN BLVD,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,GAS STATION,true,false,1123,011,28,27,18,1154026,1900145,2018,11/22/2018 04:08:52 PM,41.881828658,-87.709880389,""(41.881828658, -87.709880389)"""
"11508195,JB517027,11/15/2018 11:51:00 AM,012XX W 79TH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,false,false,0612,006,17,71,11,1169196,1852391,2018,11/22/2018 04:08:52 PM,41.750470807,-87.655559674,""(41.750470807, -87.655559674)"""
"11508194,JB517117,11/15/2018 03:50:00 PM,006XX E 93RD ST,0330,ROBBERY,AGGRAVATED,STREET,false,false,0633,006,9,44,03,1181988,1843477,2018,11/22/2018 04:08:52 PM,41.725723692,-87.608959124,""(41.725723692, -87.608959124)"""
"11508193,JB516782,11/15/2018 11:49:00 AM,071XX S JEFFERY BLVD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,0333,003,5,43,06,1190777,1858141,2018,11/22/2018 04:08:52 PM,41.765755571,-87.576292427,""(41.765755571, -87.576292427)"""
"11508192,JB517141,11/15/2018 06:14:00 AM,016XX E 55TH ST,0620,BURGLARY,UNLAWFUL ENTRY,RESTAURANT,false,false,0234,002,5,41,05,1188383,1868856,2018,11/22/2018 04:08:52 PM,41.795215861,-87.584725186,""(41.795215861, -87.584725186)"""
"11508191,JB516942,11/15/2018 02:00:00 AM,118XX S STEWART AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,STREET,false,false,0522,005,34,53,17,1175752,1826501,2018,11/22/2018 04:08:52 PM,41.679280818,-87.632307985,""(41.679280818, -87.632307985)"""
"11508189,JB516961,11/15/2018 01:35:00 PM,008XX W 122ND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0524,005,34,53,08B,1172976,1823951,2018,11/22/2018 04:08:52 PM,41.672344732,-87.642544115,""(41.672344732, -87.642544115)"""
"11508188,JB516975,11/15/2018 01:45:00 PM,020XX W CHICAGO AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1221,012,1,24,06,1162692,1905336,2018,11/22/2018 04:08:52 PM,41.895896023,-87.677913394,""(41.895896023, -87.677913394)"""
"11508187,JB516613,11/15/2018 09:37:00 AM,100XX S PERRY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0511,005,9,49,08B,1177371,1838449,2018,11/22/2018 04:08:52 PM,41.712031559,-87.626022651,""(41.712031559, -87.626022651)"""
"11508177,JB516960,11/15/2018 05:45:00 AM,003XX W KINZIE ST,0810,THEFT,OVER $500,SIDEWALK,false,false,1831,018,42,8,06,1173887,1902960,2018,11/22/2018 04:08:52 PM,41.889134108,-87.636867684,""(41.889134108, -87.636867684)"""
"11508176,JB517106,11/15/2018 03:42:00 PM,006XX N SPRINGFIELD AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1122,011,37,23,18,1150273,1904060,2018,11/22/2018 04:08:52 PM,41.892645825,-87.723559273,""(41.892645825, -87.723559273)"""
"11508175,JB517131,11/15/2018 08:15:00 AM,002XX S STATE ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,false,false,0113,001,42,32,06,1176417,1899156,2018,11/22/2018 04:08:52 PM,41.878638996,-87.627691486,""(41.878638996, -87.627691486)"""
"11508174,JB517055,11/15/2018 01:10:00 PM,094XX S LANGLEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0633,006,9,49,14,1182556,1842417,2018,11/22/2018 04:08:52 PM,41.722801791,-87.606911294,""(41.722801791, -87.606911294)"""
"11508172,JB517122,11/15/2018 12:29:00 PM,020XX N HALSTED ST,0810,THEFT,OVER $500,STREET,false,false,1812,018,43,7,06,1170626,1913684,2018,11/22/2018 04:08:52 PM,41.918633393,-87.648528893,""(41.918633393, -87.648528893)"""
"11508168,JB517047,11/15/2018 02:30:00 PM,020XX N MOBILE AVE,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,STREET,false,false,2512,025,29,19,08A,1134085,1912952,2018,11/22/2018 04:08:52 PM,41.917346904,-87.782802648,""(41.917346904, -87.782802648)"""
"11508167,JB516971,11/15/2018 12:28:00 PM,002XX N SACRAMENTO BLVD,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,true,false,1222,012,27,27,07,1156356,1901106,2018,11/22/2018 04:08:52 PM,41.884418969,-87.701298653,""(41.884418969, -87.701298653)"""
"11508163,JB517024,11/15/2018 01:31:00 PM,050XX W QUINCY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,true,true,1533,015,28,25,08B,1142786,1898531,2018,11/22/2018 04:08:52 PM,41.877616294,-87.751194088,""(41.877616294, -87.751194088)"""
"11508162,JB516932,11/15/2018 12:50:00 PM,029XX S FEDERAL ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,0133,001,3,35,08B,1176151,1885318,2018,11/22/2018 04:08:52 PM,41.840672583,-87.629084946,""(41.840672583, -87.629084946)"""
